image_path,caption,upper_garment,lower_garment,outerwear,footwear,colors,accessories,scene,style
3b8e5457c9419df3a67ed590cbb46b56.jpg,a woman walking down a runway wearing a dress,,,,,,,runway,
3b92f84c339fda08a3349262a41e6866.jpg,a woman in a black dress is walking down the street,,,,,black,,street,
3b9cc0d697af512490a7bf58883f9a20.jpg,a woman in a yellow dress standing on a black carpet,,,,,"yellow, black",,,
3ba29aa7a1df892139f4006867bda2be.jpg,a model walks down the runway at the fashion show,,,,,,,runway,
3ba6fd4542438c94876f53533d96f8ef.jpg,a model walks on the ramp during a fashion show,,,,,,,,
3ba7cbf09f8eb5417683e4a33b5c1906.jpg,a woman walking down the street wearing a striped top,,,,,,,street,
3bd44e839ce74c6d38d4be30029b015a.jpg,a woman in a pink dress and black gloves,,,,,"pink, black",,,
3be3790820d624749b1dbfb956272265.jpg,person ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `,,,,,,,,
3be4a0ddad745d76116775dbb474cd3f.jpg,a woman in a leather jacket singing into a microphone,,,jacket,,,,,
3bf082a96a03a1c8f75e1d1d0ebf42d2.jpg,a woman in a pink top and black coat,,,coat,,"pink, black",,,
3bfe7d18bfef3ba2780ee75014e943ba.jpg,a model walks the ramp at a fashion show,,,,,,,,
3c2ec192793fd46391289d2ba4527c09.jpg,a model walks the runway at the fashion show,,,,,,,runway,
3c38ab274f7b772f00c239f3e642fbf0.jpg,a model walks the runway at the fashion show,,,,,,,runway,
3c4d936d0753289025fe0f04d2e8a226.jpg,a woman with long black hair wearing a grey dress and black boots,,,,boots,black,,,
3c77bfcabe3495c954793a8f4696be5f.jpg,a woman in a black coat pushing a baby in a stroll,,,coat,,black,,,
3c8169ca77a76890f83af2cc72ec4f24.jpg,a woman in a pink dress posing for the camera,,,,,pink,,,
3c8d67e02218697b527f243bd7ab2e7b.jpg,a woman in a red dress on the runway,,,,,red,,runway,
3c9135567d29729161aa465507e5efad.jpg,a man standing in front of a neon sign,,,,,,,,
3c9745ee71fdc72c43f9baec5f9e27f0.jpg,a model walks the runway at the fashion show,,,,,,,runway,
3cc19299f6a1bd07ce4bb07dfe2a6112.jpg,a woman walking down the runway wearing a colorful dress,,,,,,,runway,
3ce04e48660ed6d21aee863f674486b7.jpg,a model walks the runway at the show,,,,,,,runway,
3cf6d040c80e9055248dafca18839ae5.jpg,a woman in a gold dress on the runway,,,,,,,runway,
3d1a8d1323ab2feae0530606f883e2c7.jpg,a woman in a black dress and hat walks down the runway,,,,,black,hat,runway,
3d210e0f2b3843e00248c42ff7e8db2e.jpg,a model walks the runway at the fashion show,,,,,,,runway,
3d22f96df4743bd1aad2818b59645133.jpg,a woman is walking down the runway at a fashion show,,,,,,,runway,
3d2c62435d6f70d51721670bc5e60ad2.jpg,a woman in a red dress walks down the runway,,,,,red,,runway,
3d2fa82ba639b9d0c3f223ce1d6222fc.jpg,a model walks the runway at the fashion show,,,,,,,runway,
3d951d163b5a69207c308ae1c6994f6a.jpg,a woman sitting on top of a suitcase,,,,,,,,
3dc0b2b41d54c1b702e908f8aa5b4e04.jpg,a model walks the runway in a floral print dress,,,,,,,runway,
3dc9e44b363b2b35a06c6d9b37340e0c.jpg,a woman in a black dress and hat walking down a street,,,,,black,hat,street,
3dcad4616d0f70f5a20f27dd5f552328.jpg,a woman in a red dress walking down the runway,,,,,red,,runway,
3dda1140e27ed1ba03b9bf8081eed0ab.jpg,a woman in a black shirt and shorts on a stage,shirt,shorts,,,black,,stage,
3dda4e48dc4aaf7cb08016c5ae77a8fb.jpg,a woman in a gray tank top and american flag shorts,,shorts,,,gray,,,
3df4b3268b73d27f7dc27ffbf6c230ad.jpg,a man wearing a white shirt,shirt,,,,white,,,
3e31d0acc8d20d25ad852c1e85d1f2e9.jpg,a woman is standing on a skateboard in the street,,,,,,,street,
3e38c727a70c8c212f4794b0d46fdb01.jpg,a woman in a dress and sunglasses walks down the runway,,,,,,sunglasses,runway,
3e4627f24c244659d60bde2c8bdbe64e.jpg,a woman sitting on the floor in front of a refrigerator,,,,,,,,
3e57b446b927f69e56d46f3e5db68b37.jpg,a woman sitting on top of a blue chair,,,,,blue,,,
3e9a86f7c7424c09b4d0e1a76fe6f0ce.jpg,a woman walking down the runway wearing a white dress,,,,,white,,runway,
3eb7a0ff606c78fe102f35a98f08573c.jpg,a model walks the runway at the show,,,,,,,runway,
3eb8a89a4fc42e0f7154607ba62c96d9.jpg,a woman holding an apple in her hand,,,,,,,,
3ec190ed1d5b8f97d7f8923ebda61de7.jpg,a model in a dress at the fashion show,,,,,,,,
3ed12074817fa4dff22b8df5ba0ce3f5.jpg,a woman sitting on top of a wooden bench,,,,,,,,
3ede1151cd6d74335e23f6cf5511b5af.jpg,a woman in a yellow shirt and white shorts,shirt,shorts,,,"yellow, white",,,
3f0315fb01aa6797b9adb273413cea1c.jpg,a woman sitting on a bridge with her legs crossed,,,,,,,,
3f0a13e8c180d37aa8635f683f7bedf5.jpg,a man sitting on top of a wooden table,,,,,,,,
3f0ee3d509a4537fec51a94649ba352a.jpg,a woman in a gold jumpsuit is surrounded by balloons,,,,,,,,
3f18271f3f7d101e2f9a27b0b12b034b.jpg,a man standing in front of a door,,,,,,,,
3f2c52642071b75acdbb213252e5ca0b.jpg,a model walks the runway at the fashion show,,,,,,,runway,
3f31f37aaf18b31d2046c3f9268b942d.jpg,a woman sitting on a bench in a greenhouse,,,,,,,,
3f404ac53cc7bb505a01e678909a4b6a.jpg,a woman walking down the runway at a fashion show,,,,,,,runway,
3f474c1b3be625474290284d1c882317.jpg,a girl sitting on a chair with her legs crossed,,,,,,,,
3f771de0d16afef53e415530105ec3d1.jpg,a model walks down the runway at the fashion show,,,,,,,runway,
3f90f848f2105e76a9472556b1b355fa.jpg,a model walks down the runway,,,,,,,runway,
3fb041a94fa2a78e916b319f8f08ff37.jpg,a woman sitting on the stairs wearing glasses,,,,,,,,
3fcfa9cf841c43da1cf40ff998939b21.jpg,a young woman leaning against a wall,,,,,,,,
3fe7ee5e245a4e4eaf88181e5186333a.jpg,a model walks the runway at the fashion show,,,,,,,runway,
40060d81cabbd92fe2bbd49dc3117939.jpg,a woman sitting on the edge of a bridge,,,,,,,,
404b963d39fc23dc2494aa5cfb912407.jpg,a woman in a white wedding dress,,,,,white,,,
4098fcf6792d6ae8007dfb809cebd442.jpg,a woman in a red jacket and black pants leaning against a wall,,pants,jacket,,"red, black",,,
410cd8277df1be20360c734a7b0ebe01.jpg,a model walks the runway in a purple gown,,,,,purple,,runway,
41271e954fc908b2183f0ba8ff8106ae.jpg,a woman sitting on a window ledge,,,,,,,,
41588c054aff5ccdd45328b6c2bfa1b4.jpg,a woman in a wedding dress posing for the camera,,,,,,,,
4179ebe2722fb29804be29847034d32a.jpg,a model walks the runway at the fashion show,,,,,,,runway,
418cecfe2ffccf506a041d25db34572c.jpg,a woman sitting on the floor in front of books,,,,,,,,
41ba91755c5dcd7af9333cb633ce95a8.jpg,a man sitting on top of a building talking on a cell,,,,,,,,
42056ac2e1aef315b171490c5b427ea3.jpg,a woman in a red dress walking down the runway,,,,,red,,runway,
420f153001eb2e37269ae974b9f7665e.jpg,a model walks the runway at the fashion show,,,,,,,runway,
42477a99518adb127e0bb7efea4e7911.jpg,a woman in a red shirt and black pants on stage,shirt,pants,,,"red, black",,stage,
4258a57f9ae2b08fe1783858ff936596.jpg,a woman in a black coat is walking down the street,,,coat,,black,,street,
425fa1894a6b88f542cb78bf26c28bd7.jpg,a woman standing on the sidewalk in front of a building,,,,,,,,
42668f83c24465ba79d25eb2a8790050.jpg,a woman walking down the street while talking on her cell,,,,,,,street,
42aa5e7f44cccbefc235011ad072f6d5.jpg,a model walks the runway at the fashion show,,,,,,,runway,
42bd52d3882424b80d61a7e4f27f2529.jpg,a woman walking down a runway wearing a white suit,,,,,white,,runway,
42db842677019ef681438d5bd843760a.jpg,a woman in a pink sweater sitting on a blue background,sweater,,,,"pink, blue",,,
42e223bd6f6a6b8dce57c4496ca4fcc2.jpg,a woman in a black dress and hat,,,,,black,hat,,
42fcd15111e080373a8c07201a539ca1.jpg,a model walks down the runway at the fashion show,,,,,,,runway,
430b93c1865a56185b4606b7d58d3e4b.jpg,a woman is walking down the runway,,,,,,,runway,
4326995f16fdd834b4d56c175fdb2f2d.jpg,a model walks the runway at the fashion show,,,,,,,runway,
433bb776098fe3e3dbf85874bb97e06f.jpg,a woman in a pink dress on a subway train,,,,,pink,,,
434098f21ce64caac4c9fdbbc12b656c.jpg,a man standing on a runway with his hands in his pockets,,,,,,,runway,
43778dff8bac7d13784527fdba344468.jpg,a woman in black jeans and a white tank top,,jeans,,,"black, white",,,
43b336366b1c4d87732c522242f7e966.jpg,a woman in a white dress walking down the runway,,,,,white,,runway,
43b780991509f28d70afa9cbbc5ea7a3.jpg,a woman in a white dress standing on a log,,,,,white,,,
43bbbd7b8483585734ecf3597d865110.jpg,a model walks the runway at the fashion show,,,,,,,runway,
44001bdf13510836548b61d0d901503e.jpg,a woman wearing a black t shirt with a red and white logo on it,shirt,,,,"black, red, white",,,
44024d7ac0c534e4a91642a1c8a2f2e1.jpg,a woman in a purple dress walking down the runway,,,,,purple,,runway,
44251236b18ca10def4cae4fc7c6c422.jpg,a woman in a red coat leaning against a wall,,,coat,,red,,,
4429a4b4d64b3dcb6defc456a3f4cb11.jpg,a man sitting on a rock looking at the ocean,,,,,,,,
442a5a25299630048124ddde62f276c1.jpg,a man in jeans and boots standing on a sidewalk,,jeans,,boots,,,,
4435e1c935ba3b138c803c2403675761.jpg,a model walks the runway at the fashion show,,,,,,,runway,
443afe5ce1fe775cd6f04c359e122f4b.jpg,a model walks the runway at show,,,,,,,runway,
443f8997ca02a0a2a2dc1eb82f0a9f06.jpg,a girl in a white shirt and blue skirt,shirt,skirt,,,"white, blue",,,
444254c92d23f76f480933ad8dead59f.jpg,a woman in a white dress and denim jacket standing in a restaurant,,,jacket,,white,,,
44531d839e7be11cb29556ca9c56cdc3.jpg,a man in a suit walking down the street,,,,,,,street,
4454d33644695b5b14cffba84ceb8066.jpg,a model walks the runway at the show,,,,,,,runway,
448946deca2871272c1a9783a7c4b4b4.jpg,a woman with long brown hair wearing a tan jumpsuit,,,,,brown,,,
44a33562cc61058bfadb2164c829156b.jpg,a model walks the runway at the fashion show,,,,,,,runway,
44e72ecbd53c71e3762350a33de162ce.jpg,"a woman with blonde hair, wearing a t shirt and jeans",shirt,jeans,,,,,,
44f35097b7848e2ef93de291f27007eb.jpg,a man walking down the runway at a fashion show,,,,,,,runway,
44fb46c8cd5d236eb6f7555f870e11a9.jpg,a woman laying on a tire in a field,,,,,,,,
44fcea22709b87d5596dac460f61c211.jpg,a woman in a black dress is walking down the street,,,,,black,,street,
4511d27349be219a4d430c97c16a2bee.jpg,a woman standing on a bridge with her hands on her hips,,,,,,,,
4519085e8355e89fde5208631b5c1b26.jpg,a woman sitting on the floor in a dark room,,,,,,,,
451da4d8f4ec24ed885d4ce5c036bdab.jpg,a woman in a yellow dress standing on the street,,,,,yellow,,street,
45225483e305abaac3bc54c3dce0723e.jpg,a woman in a white dress walking on a red carpet,,,,,"white, red",,,
4527920c4cde9888cfdc5b945d1132f0.jpg,a woman in a pink fur coat and blue tights,,,coat,,"pink, blue",,,
455cc32f0023ea3ef1a9f5e2fb31dd01.jpg,a woman in a yellow dress walks down the runway,,,,,yellow,,runway,
45642edf7d2533746bdd1006663d33d4.jpg,a model walks down the runway at the fashion show,,,,,,,runway,
458a233d4c93b18ba905ac655f7c255c.jpg,a woman in a white dress leaning against a wall,,,,,white,,,
458aec6dd827b8585dbfeeb7bd4cf4c9.jpg,a man sitting on a bench in front of a stone building,,,,,,,,
45ab83bceca6b2db1652682e88e0b4e1.jpg,a woman sitting on a couch in a living room,,,,,,,,
45b584f600bb54980c947629322ea66f.jpg,a woman in a black dress standing on a red carpet,,,,,"black, red",,,
45bfbdb661fd4803227f210158b7cd72.jpg,a woman standing in front of a white wall,,,,,white,,,
45f26491ce9c674b8a12cef0f31d715b.jpg,a woman walking down the street in a red jacket,,,jacket,,red,,street,
46036ec7b89bdae029e01b1f0cdd0421.jpg,a man wearing a hat and a t - shirt,shirt,,,,,hat,,
460a84beed4abb794b91e453b053df46.jpg,a woman in a blue top and red pants walks down the runway,,pants,,,"blue, red",,runway,
4616a0257b05546fbbaa5888df2e7155.jpg,a woman walking down the runway at a fashion show,,,,,,,runway,
463c8ac180902e0814b6869716576eb5.jpg,a model on the runway at west carolina fashion week,,,,,,,runway,
4644da390dfdd8da806ea9be0e47317c.jpg,a woman in a black and white swimsuit sitting on a blea,,,,,"black, white",,,
466e69961de78100fddae84c64fbf542.jpg,a woman wearing a black and white striped dress,,,,,"black, white",,,
467e320a26dba17b9eebc70fd05ce78b.jpg,a model walks on the catwalk runway,,,,,,,runway,
469a44a83fb852b12df0254a0bd57746.jpg,a model walks the runway at show,,,,,,,runway,
46c1433283e5cfba916f741bc681b99b.jpg,a woman in jeans and a white shirt,shirt,jeans,,,white,,,
46d182d4037186155264d0bc9660912f.jpg,a man in a black suit and floral shirt,shirt,,,,black,,,
470040991c8127d65f1e328f3a952a75.jpg,a model walks the runway at the fashion show,,,,,,,runway,
470281287b961aa83407820eaf2cbf5c.jpg,a woman in a gray dress standing on a red carpet,,,,,"gray, red",,,
47097012270b2449fba96150b66472ad.jpg,a woman with long blonde hair standing in front of a shower,,,,,,,,
473b84b26a91ed22e0c0584cab355068.jpg,a model walks the runway at the fashion show,,,,,,,runway,
473ca12a9a40ada656994abef67bf900.jpg,a woman in a skirt and top walking down a runway,,skirt,,,,,runway,
473f5ab130db24c12058ad0717e8079d.jpg,a man with his hands up in the air,,,,,,,,
474d53c6c7a10c536cb49d55104211bf.jpg,a woman in a black dress standing on a runway,,,,,black,,runway,
474e72f6ba85af2fd401bcf4aebb7475.jpg,a woman in a grey dress walking down the runway,,,,,,,runway,
474fb5f0ba61e67736a3f1e692898c28.jpg,a woman in a white dress standing on a runway,,,,,white,,runway,
4752e537885d7e71c6d84b6c00975686.jpg,a woman in a green dress and black jacket,,,jacket,,"green, black",,,
475b5186090b07552f605328301bf47d.jpg,a woman standing in front of a green car,,,,,green,,,
476275d5d7626052c882a221ac612d1b.jpg,a model walks the runway at a fashion show,,,,,,,runway,
47736ef8a3f70b9389df0ce5054b7098.jpg,a model walks the runway at the fashion show,,,,,,,runway,
477933d2125703032b27d6abdb1c3182.jpg,a woman walking down the runway wearing a colorful dress,,,,,,,runway,
4780157d29c95a659dc9ee19f901eaad.jpg,a model walks the runway at the fashion show,,,,,,,runway,
478fbd0b63b512f5535033da9499d6f4.jpg,a model walks the runway at the winter fashion show,,,,,,,runway,
47a6e8d14d0e8c92f3759036b8541cf9.jpg,a woman in a black dress walking down the runway,,,,,black,,runway,
47be6f4c6eb47f76422ff75eda31a3c0.jpg,a woman in a silver dress walking down the runway,,,,,,,runway,
47c2e3e2ff0bfcacd0b42339314862d3.jpg,a woman in white pants and a camel coat,,pants,coat,,white,,,
47c49cd1f3a6676d4ff28cb89849f84c.jpg,a woman crouching on the ground next to a car,,,,,,,,
47c9726df8e71eeafb1f330b8909cff1.jpg,a woman in a black dress walks down the runway,,,,,black,,runway,
480a63a89fa67f75333ac3e2ec709fde.jpg,a woman sitting on the sidewalk talking on her cell,,,,,,,,
4814acde22d51b044c7f250d28cbc17c.jpg,a woman wearing a pink sweater and black pants,sweater,pants,,,"pink, black",,,
483749a06353623663a49ed556620dec.jpg,a woman in an orange top and grey skirt walks down the runway,,skirt,,,orange,,runway,
48475ad8c99118d4e789243072fc72d9.jpg,a woman walking down the runway at a fashion show,,,,,,,runway,
485e1aa3e129f610b9d25ca0c6b35065.jpg,a woman in a black dress walking down the runway,,,,,black,,runway,
486ec98a59e9816bcee7a7249a4662d3.jpg,a woman in a white dress walking down the runway,,,,,white,,runway,
4872c05863d20208e9d4c59587261de2.jpg,a model walks down the runway at the fashion show,,,,,,,runway,
488d950965993b643ae18323acacc9d0.jpg,a woman with blonde hair wearing a t - shirt and jeans,shirt,jeans,,,,,,
48acf4105e66abe3ae57901e15d08e25.jpg,a little girl standing in a field of tall grass,,,,,,,,
48cd84bb8162589603eec145b4d3d247.jpg,a woman in a colorful dress standing in front of a wall,,,,,,,,
48e44ee0ed82b3c6c6d6ff2f1ed41ad1.jpg,a woman in a black top and skirt posing for the camera,,skirt,,,black,,,
490173ee33906243fa6610556d755c31.jpg,a model walks the runway at the fashion show,,,,,,,runway,
491cb7a45cc0f231fac998814d9a10f2.jpg,a woman wearing a white sweatshirt with the words love is in the air on it,,,,,white,,,
492c43f88806dc6beb84ed534f0fc001.jpg,a model walks the runway at the fashion show,,,,,,,runway,
49557b0a8dd64c2b71a77cd5b789d3b0.jpg,a model walks down the runway,,,,,,,runway,
498c7845abae2cee677cc349e76c5907.jpg,a woman in a blue dress posing for the camera,,,,,blue,,,
499db08e9427371746c9649cac1eb0fd.jpg,a model walks the runway at the fashion show,,,,,,,runway,
49c6df0c7efba80c032d91847c4bcd36.jpg,a woman walking across a crosswalk on a street,,,,,,,street,
49cd3b95fc25c0bf4bf2befc5359d6c5.jpg,a model walks the runway at the person show,,,,,,,runway,
49d81c554e9eee4cbbd06e2074e86dc2.jpg,a woman in a blue dress on a stage,,,,,blue,,stage,
4a093e8fa7c58644cb2ebcc953b16f14.jpg,a woman standing on top of a rock,,,,,,,,
4a09beb74d1d68b783666f5580b2f266.jpg,a woman walking down the runway at a fashion show,,,,,,,runway,
4a187f518128b40b560b202c5e5b1809.jpg,a woman jumping in the air with her hands up,,,,,,,,
4a1a824475a9bbdd2680cc1a48c6b0d3.jpg,a woman walking down the street while holding a cup,,,,,,,street,
4a218fbe91f6d17267cdbb255d4d8900.jpg,a woman standing in front of a stone wall,,,,,,,,
4a31fac7636b52e489a4778a4babe837.jpg,a woman in a white top and green shorts,,shorts,,,"white, green",,,
4a924927fccda08763d1b15014d52374.jpg,a man sitting on the floor in front of a colorful painting,,,,,,,,
4aa03d8592a822aaaaf795ec257014c2.jpg,a man wearing a black sweater and a red hat,sweater,,,,"black, red",hat,,
4aa62ca489ce6e163ca8400d4c96b569.jpg,a woman in a white dress walking down the runway,,,,,white,,runway,
4aa6626a5183e3072b74ee07f75e07b6.jpg,a model walks the runway at the fashion show,,,,,,,runway,
4aaa8433002a44788aa9829ec7c10f21.jpg,a woman walking down a runway wearing a black and white dress,,,,,"black, white",,runway,
4abff7f81c338acf498ac3bc8bcf75f7.jpg,a woman walking down the runway at a fashion show,,,,,,,runway,
4b205d52e32f8b3df68a2c5918aac3fd.jpg,a woman walking down the runway at a fashion show,,,,,,,runway,
4b66478d77f78d22bde75f537c1afc9c.jpg,a woman standing in front of a brick wall,,,,,,,,
4ba277c9a234db8eb76681da8ea065e4.jpg,a woman walking down a runway wearing a dress,,,,,,,runway,
4ba42ffee87d761b58fc029b95b807a2.jpg,a woman in a yellow shirt and striped pants walking down a road,shirt,pants,,,yellow,,,
4ba624616f54007236995b5ed5d330e2.jpg,a woman in a blue dress is walking down the street,,,,,blue,,street,
4c4b78041c4277662b9754c210b7a2d9.jpg,a model walks the runway at the fashion show,,,,,,,runway,
4c528816dbb9d5ba947d10b145fcb5f1.jpg,a model walks the runway at the person show,,,,,,,runway,
4c5a073005b2a7e62dd7287aa4406009.jpg,a woman sitting on top of a cement wall,,,,,,,,
4c671823e7a66f094f825a6f76085f24.jpg,a woman standing in front of a white wall,,,,,white,,,
4c796269b7c4578353de5be59efbb9f9.jpg,a woman in a red dress walks down the runway,,,,,red,,runway,
4cacd353f49c86d43b4b616789776d3b.jpg,` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` ` `,,,,,,,,
4caf9a623b8931bf6b2f6107af4381fb.jpg,a woman in a red coat and plaid pants walks down the runway,,pants,coat,,red,,runway,
4cca3d58aa71de560c2432dcb3ecaf6b.jpg,a bus on the road,,,,,,,,
4cea97e3bd3c0e426073cf4fe482b9ad.jpg,a woman in a green top and white skirt walks down the runway,,skirt,,,"green, white",,runway,
4cf0603ca0e51e4ea465b2b9d5eea307.jpg,a woman in a black dress standing on the street,,,,,black,,street,
4d200cb316a6260257ce84b37e25161c.jpg,a woman walking down the runway in a green dress,,,,,green,,runway,
4d37dc2a87d081803da905bdcc5cb89a.jpg,a woman in a black and white striped dress on stage,,,,,"black, white",,stage,
4d3fd642c9d08290f6262759a51d252f.jpg,a woman walking down the street wearing a leather jacket and scarf,,,jacket,,,scarf,street,
4d41de545cfaf48804ea579802168dc4.jpg,a woman in a wedding dress walking down the runway,,,,,,,runway,
4d64871e6fe3f3050fe1717551c3cedd.jpg,a woman in a green dress,,,,,green,,,
4d6c4b89ddc23629a730a46aaba04903.jpg,a model walks the runway at the fashion show,,,,,,,runway,
4d7048cf94764599b60357d281c12a6d.jpg,a woman walking down the runway at a fashion show,,,,,,,runway,
4dc413ef5a47c5da696ba2f72835e6ed.jpg,a man in a suit standing on the sidewalk,,,,,,,,
4dfb4420e88d33d4d1fe455ad77d7901.jpg,a woman in a black dress walks down the runway,,,,,black,,runway,
4dfdd566c7812856c57366d6f7ddf19b.jpg,a woman in a white top and plaid skirt,,skirt,,,white,,,
4e19a3c215227e66f7c7e3bbf810d044.jpg,a woman in a black top and red skirt,,skirt,,,"black, red",,,
4e2da094d25d7b0437d039bf33ee9a90.jpg,a woman walking down the street in a black leather jacket,,,jacket,,black,,street,
4e2f06b28e7f63779e30c558c7955196.jpg,a woman walking down the runway at a fashion show,,,,,,,runway,
4e430921fc7a3cf3576f478fc8a43265.jpg,a little girl sitting on the grass in a park,,,,,,,park,
4e51bcd97c1cb453e844e70e33e39970.jpg,a woman standing on a stage in front of a screen,,,,,,,stage,
4e60486fcb073e3f91e400ac22551f11.jpg,a woman sitting on stairs with her hand on her chin,,,,,,,,
4e753140d7f5a78ba6b73714f7289706.jpg,a woman standing in front of an archway,,,,,,,,
4e872a7fcd5c125164305d750c8688b6.jpg,a woman in a floral dress leaning against a tree,,,,,,,,
4e989be425f62825e162da25987cd683.jpg,a woman in a black top and black pants walks down the runway,,pants,,,black,,runway,
4ec22d53051a9c25a134fb154e6ea3b0.jpg,person in a beige dress,,,,,beige,,,
4ed56e93ed6d3f48f669ef07e22d4ce5.jpg,a young man wearing a blue jacket and striped shirt,shirt,,jacket,,blue,,,
4ef83d332aff82f6e43d54efc78ad422.jpg,a woman laying on top of a bed,,,,,,,,
4f1a11c52275858bcbcffa06085e75fa.jpg,a woman standing in the middle of a street,,,,,,,street,
4f23f05daee3cbdd96295f84825e3581.jpg,a man walking down the runway wearing a green coat and black pants,,pants,coat,,"green, black",,runway,
4f2a2c16e1c284c1dc11cb987c9f5ca0.jpg,a woman standing in front of a large window,,,,,,,,
4f41da3e0c00e10fb42903b08bbc3aef.jpg,a woman in a black dress on a stage,,,,,black,,stage,
4f55ee2a4882753c0d92a1529c2def3f.jpg,a model in a black leather dress,,,,,black,,,
4f597215b8654ef40e0ab28b44c9695b.jpg,a woman in a black leather jacket and white skirt,,skirt,jacket,,"black, white",,,
4f69a8181ed358fdb41af0a36badc17b.jpg,a woman in a black dress standing in front of a movie poster,,,,,black,,,
4f6a07b4d6cca27ea0b02e2cfaf6d114.jpg,a woman walking down the runway in a black dress,,,,,black,,runway,
4f7fefd0c03de78fb289b74e553b6f26.jpg,a woman in yellow shorts and a man in a black shirt,shirt,shorts,,,"yellow, black",,,
4f90696201ecfc4a4fe2ca9dfacc42c8.jpg,person on the red carpet,,,,,red,,,
4f9742189256a459260eb22543154825.jpg,a woman in a black leather dress and green coat,,,coat,,"black, green",,,
4fb2c73ae072c096e3166a2f1568d539.jpg,a woman walking across a bridge in a park,,,,,,,park,
500b11585be57e3a6392ccca2b946872.jpg,a woman walking down the runway wearing a leather jacket and skirt,,skirt,jacket,,,,runway,
500c2c80e968e9769cd5d5605185866f.jpg,a woman in a striped dress walks down the runway,,,,,,,runway,
501c322b5237d8598b0af105b337e8d3.jpg,a woman riding a bike on a city street,,,,,,,street,
50228a42512c918415c14f752a011c2c.jpg,a woman walking down the runway at a fashion show,,,,,,,runway,
5025cd4f17e567835ec22310a9579dc9.jpg,a model walks down the runway,,,,,,,runway,
503439da08f8947b5d7c7a0fdbdb882f.jpg,a model walks the runway in a white suit,,,,,white,,runway,
5048b43266b5bcda8b56e559bd845636.jpg,a woman standing in front of a display case,,,,,,,,
5049bbdf74bd262be2a884d048d09619.jpg,a woman in a white dress walking down the runway,,,,,white,,runway,
50589605133a0468feaea6dea39493a4.jpg,a woman in a skirt and jacket on the runway,,skirt,jacket,,,,runway,
505a92d3bc16ee19040e0db383dc7a17.jpg,a model walks the runway at the fashion show during fashion week,,,,,,,runway,
5062ad6803905a0fbc9ad3147cca1fb8.jpg,a man walking down a runway wearing a leather jacket,,,jacket,,,,runway,
508364f694d333e1428be64df09a48be.jpg,a woman in a white dress walking down a runway,,,,,white,,runway,
50ab7c8b2848817931e5879671e234ae.jpg,a woman sitting on top of a cement wall,,,,,,,,
50ab920f8b4658773135da5f3337d1fe.jpg,a woman in shorts and a hat is walking down the street,,shorts,,,,hat,street,
50bf242de2ea25ede7fd90269c1df7ee.jpg,a woman in a black and white dress on a red carpet,,,,,"black, white, red",,,
50ce78c6e32e84fceafe54dff2bd2a5f.jpg,a woman walking down the runway wearing a black dress,,,,,black,,runway,
50e763ae42f2872db7567e607005d3b1.jpg,a woman sitting on top of a chair in a dark room,,,,,,,,
50e8ca60858b153ee75d5f821a8e9f1a.jpg,a girl in a red jacket and black dress is standing on the street,,,jacket,,"red, black",,street,
50ebf72d1294ac64c8ff95ba81d05be7.jpg,a woman in a white dress sitting on a chair,,,,,white,,,
50ee06e5ddf88b2cb2088cbf68c0658a.jpg,a woman in a black dress walks down the runway,,,,,black,,runway,
5100f3620fc24ef40aadee37ea513909.jpg,a woman sitting on the ground wearing a maroon top and white shorts,,shorts,,,white,,,
510a90c0e8a7ab73184f3d668fe1afb6.jpg,a model walks down the runway at the fashion show,,,,,,,runway,
51157cc2ca7c419627f1f4a6d3532d80.jpg,a model walks the runway at london fashion week,,,,,,,runway,
514b8622df7be4010ba0c6091cec236f.jpg,a woman in a blue dress walks down the runway,,,,,blue,,runway,
51574b5466c208f0893d73f5206b0134.jpg,a model walks the runway at the show,,,,,,,runway,
517a8397f4b67050adbbb77fc38d94f3.jpg,a woman standing in front of a green building,,,,,green,,,
51aa756bd216dd5eb9e24615ca394c1a.jpg,a woman walking down the runway wearing a black and white hounds,,,,,"black, white",,runway,
51ac2655f437e006705567521d159ddd.jpg,a woman walking down a runway wearing a blue dress,,,,,blue,,runway,
51c2e1d3765b48227cc474513f6efc59.jpg,a woman in a white dress,,,,,white,,,
51dc49acf700d0bd1c3edec54432666e.jpg,a woman in an orange dress walks down the runway,,,,,orange,,runway,
51e89e8be69cb38428e949cdfe811ff3.jpg,a woman in a black dress walking down the runway,,,,,black,,runway,
51f3d59a03c79e14e72ea8da915a5346.jpg,a woman in a black leather coat walking down the runway,,,coat,,black,,runway,
520460a9bf6b8159ae2f7dea934ce10e.jpg,a woman in a wedding dress walking down the runway,,,,,,,runway,
5212e817a482575fa3cf99001bf1cead.jpg,a woman standing in front of a tall building,,,,,,,,
521aed3f314591921a55e69621ad9482.jpg,a woman standing in front of a brick wall,,,,,,,,
522a8eeaf171a342cb62e3ef58d3e16e.jpg,a woman in a black dress posing for the camera,,,,,black,,,
5252d050b77d50fd4aa90efd21b9513f.jpg,a model walks the runway at the fashion show,,,,,,,runway,
525a1779d3553b0fc3acbb8a84651056.jpg,a woman in a red dress walks down the runway,,,,,red,,runway,
